Name,Latitude,Longitude
Southwind Airport,43,-90
University of Illinois Willard Airport,40,-88
Altagracia Airport,20,-76
Wright's Field,40,-82
Grund Field,42,-77
Beckman Field,40,-83
Fisher Island Heliport,26,-80
Randolph County Airport,40,-85
Caesar Creek Gliderport,39,-84
Woodbridge Airport,32,-90
Adams Airport,41,-85
Anderson Airport,38,-78
Grandes-Bergeronnes Airport,48,-70
Lightning Bolt Field Airport,44,-72
Paulding Memorial Hospital Heliport,34,-85
M G T Channahon Illinois Heliport,41,-88
Burntwood Ranch Airport,28,-82
Concord Airpark,42,-81
Casey Municipal Airport,39,-88
Napodano Airport,41,-80
Tatertown Airport,41,-87
Joseph A. Hardy Connellsville Airport,40,-80
Middle Bass Island Airport,42,-83
Deaconess Hospital Heliport,39,-90
Chautauqua County-Jamestown Airport,42,-79
Davies Air Field,41,-82
Tallahassee Commercial Airport,31,-84
Warf Airport,36,-80
Montreal / Pierre Elliott Trudeau International Ai,45,-74
Victory Field,40,-84
Keysa Airport,43,-78
Rainbow Heliport,41,-90
Patreksfjordur Airport,66,-24
North Country Hospital Heliport,45,-72
Alan B. Janssen Airport,39,-89
Recreation Corporation Airport,28,-81
Shullsburg Airport,43,-90
Frick Hospital & Community Health Center Heliport,40,-80
Tela Airport,16,-87
Brennand Airport,44,-89
Pratt and Whitney Aircraft Heliport,33,-85
Leach Farms Heliport,44,-89
Mitek Airport,42,-90
Spiegel Field,43,-89
Hedge Hop Field,42,-79
Caripe  Heliport,10,-64
La Esperanza Airport,14,-88
Drisko Airport,45,-68
Sierra Airpark,29,-82
Southfork Airport,36,-89
Coral Creek Airport,27,-82
Kars / Rideau Valley Air Park,45,-76
Bear Mountain Heliport,36,-84
Starke County Airport,41,-87
Bradford Field,41,-75
Port Albert Airport,44,-82
Halifax (South End) Heliport,45,-64
Alas Del Socorro Airport,15,-88
Salluit Airport,62,-76
Hacienda Las Lomas Airport,11,-69
Bonaventure Airport,48,-65
Melbourne Airport,43,-82
Adícora Airport,12,-70
Woodward Field,34,-81
Gradolph Field,42,-84
The Villages Heliport,29,-82
Norm's Airport,42,-87
Sugar Valley Airport,36,-81
Perl Acres Airport,40,-74
Birds Nest Heliport,35,-80
Mountain Crest Airport,42,-79
Hyde County Airport,36,-76
Hilbert's Funny Farm Airport,42,-89
Lyons Landing Airport,34,-85
P.J. Killian Airport,41,-89
Zahn's Airport,41,-73
Pecatonica Fire Protection District Heliport,42,-89
Huronia Airport,45,-80
Dead Dog Airport,36,-79
Hato Guaribe Airport,10,-64
Rollins Building Heliport,40,-76
Stoney Point Field,34,-84
Willows Airport,42,-80
Eagles Landing Airport,33,-84
Fulton County Airport,42,-84
Robinson Municipal Airport,39,-88
Flying Feathers Airport,44,-88
Irvington Marina Seaplane Base,38,-76
Armstrong County Memorial Hospital Heliport,41,-80
Cast & Baker Heliport,40,-80
Vliet Airport,41,-75
Flushing Airport,41,-74
Morven Farms Heliport,38,-79
Honey Acres Airport,42,-84
Paines Prairie Heliport,30,-82
Carter Airport,29,-82
Edwards Farm Airport,34,-86
Sky-5 Heliport,36,-79
Rolph Airport,46,-78
New Bedford Regional Airport,42,-71
Bowman Airstrip,45,-88
Skyview Heliport,40,-75
Lyttle Airport,40,-83
Barrie (Royal Victoria Hospital) Heliport,44,-80
Howe Airport,43,-86
Flugplatz Airport,43,-83
New Jersey Turnpike Heliport,40,-74
Moore Regional Hospital Heliport,35,-79
Gross Airport,44,-84
Ponderosa Heliport,43,-84
Cain Field,44,-85
Westmoreland Hospital Heliport,40,-80
University of Virginia Hospital Heliport,38,-78
Us Park Police Eagle's Nest Heliport,39,-77
Richmond Municipal Airport,40,-85
P W Johnson Memorial Airport,40,-81
Miquelon Airport,47,-56
Punta de Maisi Airport,20,-74
Catsa Airport,11,-86
Emerick Airport,42,-89
Brown Heliport,39,-85
Tri County Airport,36,-77
Dulmes Field,44,-88
Mcminn Airport,34,-86
Flowers Field,32,-88
Weirton - Steubenville Seaplane Base,40,-81
Boden Airport,42,-75
Allegheny Hospitals Canonsburg Heliport,40,-80
Barin Nolf Airport,30,-88
The Shore Heliport,41,-72
Cullman Regional Medical Center Heliport,34,-87
Trico Heliport,34,-84
Bear Pen Airport,34,-78
Calenturitas Airport,10,-73
Ben Ammons Airport,33,-84
Walker Iii Heliport,38,-81
Southampton Correctional Center Airport,37,-77
Florida Power & Light-Juno Beach Heliport,27,-80
Schloss Adlers Airport,35,-90
Casad Industrial Park Airport,41,-85
Presbyterian Hospital Huntersville Heliport,35,-81
Layne Farm Airstrip,37,-79
Clyde Valley Airport,36,-82
Shiflet Field,36,-82
Hato Rey Heliport,18,-66
Big Sandy Airpark,36,-88
Lefkowitz Heliport,42,-88
Padgham Field,43,-86
El Porvenir Airpark,34,-81
Marther Field,42,-80
Ilulissat Airport,69,-51
Bronson Airport,39,-86
Hazel Green Airport,35,-87
Piatt County Airport,40,-89
Kenakskaniss Airport,50,-89
Glowacki Airport,43,-85
Aquila Field Airport,44,-79
Ringhaver Heliport,29,-82
Tiger Lake Airport,28,-81
Westchester County Airport,41,-74
A.H. Butz Downtown Allentown Heliport,41,-75
Weavers Run Airport,38,-84
Hammersmith Heliport,42,-88
Community Medical Center Heliport,41,-76
Methodist Hospital Heliport,35,-89
Nantucket Memorial Airport,41,-70
Hacienda Ulua Airport,15,-87
Woodworth Airport,42,-81
Jackson County Airport,35,-83
La Romana Batey Cacata airport,18,-69
Breezy Meadows Heliport,44,-76
Ekdahl Airport,40,-74
Casino Center Heliport,35,-90
Armington Airport,42,-81
Meylor Field,36,-80
Miller Airport,42,-89
Odom's Flying Service Airport,31,-87
Heck Heliport,41,-86
Appling General Hospital Heliport,32,-82
Ddt Field,41,-86
St Marys Municipal Airport,41,-79
Melia Caribe  Heliport,11,-67
Thetford Mines Airport,46,-71
Southeastern Airport,27,-81
Hull Airport,38,-88
Skinners Wholesale Nursery Airport,29,-81
Timmins/Porcupine Lake Seaplane Base,48,-81
Greenwood County Airport,34,-82
Pineview Air Airport,35,-79
Fauquier Hospital Emergency Transport Heliport,39,-78
Baltimore Police Department Heliport,39,-77
Wabash General Hospital Heliport,38,-88
Pheasant Run Heliport,41,-75
Gulf State Park Seaplane Base,30,-88
Wabash County Hospital Emergency Heliport,41,-86
Mansonville Airport,45,-72
White Cloud Airport,44,-86
Knox County Airport,40,-83
Palma Sola Airport,10,-68
Zoellner Airport,41,-83
Old South Aerodrome,37,-82
L M Hughey Heliport,28,-83
Dirt Dobber's Grass Strip,35,-82
Christian Hospital Northeast Heliport,39,-90
Aero Estates Airport,39,-90
Russellville Logan County Airport,37,-87
Río de Agua Airport,11,-63
Bananera Airport,15,-89
Scottow Bog Flightpark Ultralightport,44,-70
Welded Heliport,42,-84
Mafoota Airstrip,18,-78
Big T Airport,36,-84
Worthington Industries Heliport,40,-83
Pelz Port Airport,41,-85
John A Baker Field,36,-88
Barrie/Little Lake Seaplane Base,44,-80
Kokomo Municipal Airport,41,-86
Gaskin's Hilltop Airport,42,-77
Princeton Airport,40,-75
Columbus Southwest Airport,40,-83
Hackley Hospital Emergency Heliport,43,-86
Voisey's Bay,56,-62
Johns Landing Airport,40,-82
Moron Airport,22,-79
Tri Township Airport,42,-90
Buckhorn Camps Seaplane Base,46,-69
Sky-Ranch Airport,43,-75
Lake Air Ranch Airport,41,-83
Guiria Airport,11,-62
Thomson Field,42,-73
Renous Airport,47,-67
Memorial Health Care System Heliport,35,-85
Mount Carmel Health Heliport,40,-83
La Gomera Airport,28,-17
Dade Collier Training and Transition Airport,26,-81
Meridian Corporate Center Heliport,35,-81
Erie County Medical Center Heliport,43,-79
Clinton County Hospital Heliport,37,-85
Aasiaat Airport,69,-53
Hrafnseyri Airport,66,-23
Lake Wawasee Seaplane Base,41,-86
Twelve Oaks Airport,39,-86
Hrisey Airport,66,-18
Kasabonika Airport,54,-89
Thunderbird Heliport,26,-80
Lynn Heliport,42,-88
Reading Regional Carl A Spaatz Field,40,-76
Fort Erie (Eurocopter Canada) Heliport,43,-79
Espanola (East) Airport,46,-82
John W Meils Restricted Landing Area,41,-89
Mason Airport,40,-89
Brisbane,44,-80
St Francis Hospital Heliport,41,-80
Yuba Airport,45,-85
Southern Skies Airstrip,36,-81
Cast Airport,40,-88
Burnt Chimney Airport,37,-80
Black River Ranch Airport,45,-84
Doan Heliport,29,-81
Massaro Heliport,41,-74
Mc Donald Heliport,34,-84
American Cyanamid County Heliport,41,-73
Greene County-Lewis A. Jackson Regional Airport,40,-84
Paamiut Airport,62,-50
Hospital Alejandro Otero Lopez Heliport,18,-66
Planta Procesos la Paz  Heliport,11,-72
Jordans Airport,31,-85
Black & Decker/Parking Lot 2 Heliport,39,-77
New Horizon Airport,34,-87
Red Fox Airport,43,-73
Hawkins Field,41,-80
Deborah Airport,10,-83
Jordan Hospital Heliport,42,-71
Davis Field,31,-82
Talladega Municipal Airport,34,-86
Roberval Airport,49,-72
Asheboro Regional Airport,36,-80
Space Coast Regional Airport,29,-81
Metro-Swift Heliport,43,-71
Sue Rock International Airport,42,-89
Taildragger Airport,40,-82
Pearls Airport,12,-62
Boeing Helicopters Center 3 South Heliport,40,-75
Northwest Florida Beaches International Airport,30,-86
Garden State Balloonport,41,-75
Mumm Field,43,-89
Askey Field,35,-87
Neil Armstrong Airport,40,-84
Frutez - Pital Airport,10,-84
Lenora Airport,34,-84
Bertrand Chaffee Hospital Heliport,43,-79
Mégantic Airport,46,-71
Cairns AAF (Fort Rucker) Air Field,31,-86
Villamil-Mayaguez Mall Heliport,18,-67
Preston Airport,21,-76
Marco Island Airport,26,-82
Wlky-Tv Studios Heliport,38,-86
Als Landing Strip,40,-75
MPD 5th Metropolitan Police Department Heliport,39,-77
G. V. Montgomery Airport,32,-89
Star Hill Golf Club Airport,35,-77
Flying K Airport,43,-77
Teeswater (Dent Field),44,-81
Fremont Municipal Airport,43,-86
Ash Personal Heliport,40,-74
Buckeye Executive Airport,40,-83
John's Airport,43,-83
Citizens Bank Headquarters Heliport,39,-77
Brownsville General Hospital Heliport,40,-80
Barret Airport,35,-90
La Carrera Airport,13,-89
Hancock Co-Ron Lewis Field,38,-87
AUTEC Heliport,25,-78
Hacienda De Gay Airstrip,33,-82
Compaq Woburn Heliport,43,-71
Tintinhull Airport,41,-75
Seesholtz Airport,41,-76
O Neal Field,35,-82
Logan County Airport,40,-89
Gregory May Heliport,40,-76
Cross Creek Farms Airport,29,-81
Kent State University Airport,41,-81
Carlson RLA Restricted Landing Area,42,-89
Trump Airport,40,-85
Airc Helistop,40,-81
Grass Land Air Field,42,-73
Newton Airport,41,-75
Metropolitan Electric Heliport,41,-74
Marble Head Farm Airport,39,-76
Grady Memorial Hospital Heliport,34,-84
Crystal River Power Plant Heliport,29,-83
Témiscaming/Lac Kipawa Seaplane Base,47,-79
John E. Rogers Airport,41,-75
Fairview Farm Airfield,41,-76
Lac Gobeil Seaplane Base,48,-70
Rappahannock General Hospital Heliport,38,-76
Flying Crown Airport,42,-85
Tli Heliport,41,-74
Hospital Universitario De Canarias Heliport,28,-16
Eagle Lodge-Lafayette Hill Heliport,40,-75
Sharkey Heliport,44,-72
Rent-A-Tool Heliport,42,-71
Gardner Airport,40,-86
Casacara Cayta Airport,10,-73
York Airport,40,-77
St Mary's Hospital Heliport,43,-86
Hinton-Alderson Airport,38,-81
Hale Field,34,-89
Supplejack Airport,33,-90
Washington Wilkes County Airport,34,-83
White Oak Stand Airport,37,-82
Fayette County Airport,35,-89
Young Airport,32,-84
Los Aguacates Airport,10,-68
Port Stanton/Sparrow Lake Seaplane Base,45,-79
Wamsetto Seaplane Base,42,-71
Kangilinnguit Heliport,61,-48
Hawkesbury (Windover Field) Airport,46,-75
Akunaq Heliport,69,-52
Inishmore Aerodrome,53,-10
Flying Ed Airport,45,-67
Johnson Airport,43,-74
Port Au Choix Airport,51,-57
Adirondack Medical Center Heliport,44,-74
Chautauqua Lake Airpark,42,-79
Hamilton Farm Golf Club Heliport,41,-75
Yellow River Airstrip,31,-87
Skydive Lebanon Airport,43,-71
Albany International Airport,43,-74
50 Washington Street Heliport,41,-73
Hartness State (Springfield) Airport,43,-73
Goode Airpark,38,-87
West Penn Township Airport,41,-76
Nueva Guinea Airport,12,-84
Boggs Field Airport,39,-81
San Carlos Airport,10,-69
Rockenbach Airport,42,-88
Match Mate Airport,43,-77
Holy Family Memorial Medical Center Heliport,44,-88
Marion Correctional Institution Heliport,29,-82
Evergreen Venice Heliport,29,-89
Hp Spit Brook Heliport,43,-71
H.G.F. Heliport,41,-76
Buja  Heliport,10,-63
Chapman Memorial Field,40,-83
Bandit Field Airdrome Airport,41,-83
Roto-Whirl/Ski World Heliport,39,-86
Hales 700 Airport,27,-81
Gunden Airport,40,-75
Fly-N-S Ranch Airport,34,-84
Newton Medical Center Heliport,34,-84
Dunkirk Airport,42,-79
Bell Island Airport,48,-53
Stone Mountain Park Skylift Heliport,34,-84
Northern Aroostook Regional Airport,47,-68
Beaver Dam Community Hospital Heliport,43,-89
Elk Creek Airport,42,-77
Fly-N-D Landing Strip,40,-75
Craig Company Heliport,40,-78
South Meadows Heliport,42,-73
Le Bonheur Medical Center Heliport,35,-90
Piolis Brookside Airport,42,-74
Fort Wayne International Airport,41,-85
Phantom Three Heliport,43,-72
Fort Walton Beach Medical Ctr Heliport,30,-87
Port of Highgate Springs Heliport,45,-73
South Fulton Airport,34,-85
Mc Kay Airport,34,-80
Sagamore Hill Heliport,43,-71
Cataney Airport,40,-80
Jake Arner Memorial Airport,41,-76
Sky Valley Airpark,35,-83
Hawk's Knoll Airport,35,-81
West Penn Hospital Heliport,40,-80
Cambier Airport,42,-89
Linvill Airport,40,-75
Slack Airport,40,-75
Sankey Airport,41,-78
Chapleau Airport,48,-83
Shelburne Farms Airport,44,-73
Dice's Personal Heliport,42,-84
Hardin Memorial Hospital Heliport,41,-84
Greeley Airport,42,-78
Lakehill Airport,41,-80
Ac & R Components Heliport,40,-90
Quaddick Lake Seaplane Base,42,-72
Summit Meadow Heliport,43,-72
Payne Airport,38,-78
Shangrila Airport,46,-88
Abington Memorial Hospital Heliport,40,-75
Warren Field,36,-77
Sehoy Airport,32,-85
Cornelia Fort Airpark,36,-87
Summer Beaver Airport,53,-89
Palmyra Park Heliport,32,-84
Ussc Heliport,41,-73
Crisfield Municipal Airport,38,-76
T-Top Airfield,36,-87
Smith Restricted Landing Area,40,-90
El Petén Airport,17,-90
Flat Rock Farm Heliport,42,-72
Schertz Aerial Service - Hudson Airport,41,-89
Perry Airport,42,-86
Corn Alley Airport,41,-89
Super Cub Field,44,-70
Iff R & D Heliport,40,-74
Camden County Airport,40,-75
Fairview Airport,39,-80
Rye Field,34,-88
Freeflight International Airport,29,-82
Montréal East (Aim) Heliport,46,-74
Julkev Heliport,36,-87
Altagracia de Orituco Airport,10,-66
Northeast Alabama Regional Airport,34,-86
Albert Guido Memorial Heliport,41,-74
Community Hospital Heliport,40,-84
Lorain County Regional Airport,41,-82
St Mary's Hospital Heliport,37,-83
Beckerman Field,38,-88
Norton Airport,29,-82
Newport State Airport,45,-72
Anderson Airport,40,-83
Brampton (National D) Heliport,44,-80
Mc Kinney Field,39,-84
Victoriaville Airport,46,-72
Vencerámica Tejerías  Heliport,10,-67
Daniel Emergency Response Team Heliport,31,-89
1st District Police Station Heliport,41,-82
Keil Airport,37,-89
Mississinewa Reservoir Landing Area Seaplane Base,41,-86
Sélibaby Airport,15,-12
Manitou Field,43,-78
Franks Seaplane Base,46,-90
Riner Farm Airport,36,-84
Randolph Hospital Heliport,36,-80
Knox Landing Airport,43,-79
Antique Acres Airpark,39,-84
Fourchon Base Heliport,29,-90
Siefert Airport,39,-86
Nolin Aero Salvage Airport,37,-86
Arthur (Walter's Field),44,-80
Lansdowne House Airport,52,-88
Clearwater Airpark,39,-84
Riverside Hospital Heliport,42,-84
Cedar Point Landing Heliport,37,-81
Tara Airbase Airport,36,-81
Sattler Landing Strip,42,-84
Eagle Creek Airpark,40,-86
North Af Aux Airport,34,-81
Mid State Airport,41,-78
Der Schwarzwald Airport,43,-89
Philadelphia Seaplane Base,40,-75
Berkeley County Airport,33,-80
Winters Airport,40,-87
Mount Vernon Hospital Heliport,39,-77
Ttt Air Airport,43,-79
Scott Farm Strip,37,-76
Goodspeed Airport,41,-72
Rantoul National Avn Center-Frank Elliot field,40,-88
Knollwood Farm Airport,40,-76
Booneville Baldwyn Airport,35,-89
Alfonso López Pumarejo Airport,10,-73
St Joseph Medical Center Heliport,41,-85
Alsip Fire Department Heliport,42,-88
Swigart Airport,40,-84
Upair Heliport,34,-81
Pina Airport,22,-79
Bartell Strip,43,-88
Heinzman Airport,40,-86
Lykes Brighton Airport,27,-81
Balloon Port At Dingley Dell Balloonport,42,-72
Temple University Heliport,40,-75
Gowanda Airport,43,-79
Big Whale Cay Airport,25,-78
Watson Flight Strip,30,-83
Ibm Mount Pleasant Heliport,41,-74
Richard Downing Airport,40,-82
Forestry-Strip Airport,31,-82
Atwood / Coghlin Airport,44,-81
Help Heliport,37,-90
Unknown Field,42,-72
South River/Sundridge Airport & Float Plane Base,46,-79
Clinchfield Heliport,37,-82
Huey Airport,39,-76
Victor's Landing Airport,42,-81
Rust's Landing Airport,41,-86
Williams Heliport,34,-84
Harrold Airport,41,-85
L'Île d'Entrée Airfield,47,-62
Smoketown Airport,40,-76
Miller Airport,41,-81
Condell Medical Center Heliport,42,-88
Larkins Farm Airport,37,-89
Put In Bay Airport,42,-83
R & S Buzzard Airport,36,-87
Northwest Community Hospital Heliport,42,-88
Mount Sinai Medical Center Heliport,26,-80
Pontiac Airpark Water Aerodrome,46,-76
Richardson Field,42,-88
Williams Farm Airport,37,-87
Burke Heliport,42,-73
Maxville Private Airstrip,45,-75
Midwestern Heliport,41,-82
Anderson Farm Airport,38,-76
Fischer's RLA Restricted Landing Area,38,-90
Oscoda County Airport,45,-84
Roach Farm Airport,36,-83
Bhm East Helipad Heliport,35,-90
Durand Ambulance Service Heliport,42,-89
Jaffrey Airport Silver Ranch Airport,43,-72
Porter County Municipal Airport,41,-87
Morkassel Field,39,-83
Grímsstaðir Airport,66,-16
Mid Atlantic Soaring Center Airport,40,-77
Nuugaatsiaq Heliport,72,-53
Three Lakes Municipal Airport,46,-89
Hillcrest Airport,40,-85
Carter Airport,45,-88
Henry County Memorial Hospital Heliport,40,-85
Montréal (Sacré-Coeur) Heliport,46,-74
Ciudad Libertad Airport,23,-82
Port Carling/Butterfly Lake Seaplane Base,45,-80
Flying W Airport,38,-76
Fly In Ranches Airport,28,-80
Oyster Creek Generating Station Heliport,40,-74
Evhelca  Heliport,10,-64
Wpxi-Tv Television Hill Heliport,40,-80
Gravely Airport,37,-80
David Wine's Airstrip,28,-81
Key West Nas /Boca Chica Field/ Airport,25,-82
Orangeburg Municipal Airport,33,-81
Moore Dogs Heliport,42,-71
Clinton Elks Lodge Balloonport,41,-75
Galáctica  Heliport,10,-67
Knutson Field,43,-89
Manic 5 Heliport,51,-69
West St Mary's Airport,38,-76
Noland RLA Restricted Landing Area,40,-89
Ketcham Lndg Area Airport,44,-73
Air Castle Airport,38,-84
Wm 'Tiny' Zehnder Field,43,-84
Sills-Anderson Heliport,42,-89
Windy Hill Airport,40,-79
El Tambo Airport,10,-75
Lake Gage Seaplane Base,42,-85
St Vincent's Medical Center Heliport,30,-82
Wiita Farms Airport,41,-82
Bowmanville (Memorial Hospital) Heliport,44,-79
Frankfort Dow Memorial Field,45,-86
Parry Sound/Huron Island Seaplane Base,45,-80
Lucas Field,38,-85
Arras RLA Restricted Landing Area,39,-90
Harper's Fly-In Ranch Airport,27,-81
Loris Community Hospital Heliport,34,-79
Kerlingafjöll Airport,65,-19
Yankee Airstrip,42,-72
Vertientes Southwest Airport,21,-78
Niagara Falls Heliport,43,-79
T & T Airport,39,-87
Rybovich Heliport,27,-80
Blue Mountain Academy (Private) Airport,41,-76
Old Town Ems Heliport,30,-83
Sloas Airport,41,-81
Abaco I Walker C Airport,27,-78
Penske Heliport,41,-74
Lola Landing Airport,34,-84
York Hospital Heliport,40,-77
Kentland Municipal Airport,41,-87
Covington Municipal Airport,34,-84
Witi Tv Studio Building Heliport,43,-88
Ferraraccio Field,36,-87
Hunter Airport,41,-86
Lz Carroll STOLport,35,-80
El Guayabo de Cojedes Airport,10,-68
Port Colborne Airport,43,-79
Curtis Airport,42,-81
State Police Area Six Heliport,40,-75
West Middlesex Airport,41,-81
Eagle Ridge Airport,42,-77
Fort Lee Heliport,41,-79
Cistern Field,26,-78
Lazy-W Airport,40,-82
Leffler Airport,29,-81
Keysville Airport,37,-78
Southwestern Vermont Heliport,43,-73
Inova Fair Oaks Hospital Heliport,39,-77
Rexroad Airport,39,-80
Chinandega,13,-87
Honey Lake Heliport,42,-88
Woods and Lakes Airpark,29,-82
Crystal Lake Airpark,32,-83
Lakeview-Airport-Griffith Field,43,-85
Southeast Alabama Medical Center Heliport,31,-85
